global_route_id,origin,vehicle_type,stop_sequence,sales_order_no,delivery_name,delivery_lat,delivery_lng,weight_kg,volume_cbm
0,Kiat Ananda Balikpapan,Fuso,1,9898103897269667,Big Mall Samarinda,-0.5262742,117.1159382,1259.0,7.004
0,Kiat Ananda Balikpapan,Fuso,2,9898103897269667-R1,Big Mall Samarinda,-0.5262742,117.1159382,602.0,1.074
0,Kiat Ananda Balikpapan,Fuso,3,1693903888602648,Big Mall Samarinda,-0.5262742,117.1159382,18.04,0.048
0,Kiat Ananda Balikpapan,Fuso,4,9969003897270467,Big Mall Samarinda,-0.5262742,117.1159382,7.0,0.02
0,Kiat Ananda Balikpapan,Fuso,5,9129203921399658,Big Mall Samarinda,-0.5262742,117.1159382,0.02,0.02
0,Kiat Ananda Balikpapan,Fuso,6,3864503900653031,Pertamina Karang Asam,-0.5111515999999999,117.1132388,619.4,3.354
0,Kiat Ananda Balikpapan,Fuso,7,3864503900653031-R1,Pertamina Karang Asam,-0.5111515999999999,117.1132388,388.0,0.68
0,Kiat Ananda Balikpapan,Fuso,8,7195703888601219,Pertamina Karang Asam,-0.5111515999999999,117.1132388,18.04,0.048
0,Kiat Ananda Balikpapan,Fuso,9,5198603921399503,Pertamina Karang Asam,-0.5111515999999999,117.1132388,0.02,0.02
0,Kiat Ananda Balikpapan,Fuso,10,5242703900461765,Ruko Bung Tomo Samarinda,-0.5131524,117.1319064,1484.8,8.328
0,Kiat Ananda Balikpapan,Fuso,11,5242703900461765-R1,Ruko Bung Tomo Samarinda,-0.5131524,117.1319064,982.0,1.732
0,Kiat Ananda Balikpapan,Fuso,12,6402403888602556,Ruko Bung Tomo Samarinda,-0.5131524,117.1319064,18.04,0.048
0,Kiat Ananda Balikpapan,Fuso,13,7593503900664569,Ruko Bung Tomo Samarinda,-0.5131524,117.1319064,8.0,0.02
0,Kiat Ananda Balikpapan,Fuso,14,7593503900664569-R1,Ruko Bung Tomo Samarinda,-0.5131524,117.1319064,0.02,0.02
1,Kiat Ananda Balikpapan,CDD,1,4279903900784886,Ruko Ahmad Muksin Tenggarong,-0.4183967,116.9858712,854.76,4.618
1,Kiat Ananda Balikpapan,CDD,2,4279903900784886-R1,Ruko Ahmad Muksin Tenggarong,-0.4183967,116.9858712,631.0,1.296
1,Kiat Ananda Balikpapan,CDD,3,9696903900852964-R1,Ruko Ahmad Muksin Tenggarong,-0.4183967,116.9858712,163.2,0.294
1,Kiat Ananda Balikpapan,CDD,4,9696903900852964,Ruko Ahmad Muksin Tenggarong,-0.4183967,116.9858712,137.2,0.25
1,Kiat Ananda Balikpapan,CDD,5,1892903888601865,Ruko Ahmad Muksin Tenggarong,-0.4183967,116.9858712,18.04,0.048
2,Kiat Ananda Balikpapan,Tronton,1,4338903900087337,RS Samarinda Medika Citra,-0.4725965,117.124517,1836.92,10.168
2,Kiat Ananda Balikpapan,Tronton,2,9460703900730752,RS Samarinda Medika Citra,-0.4725965,117.124517,760.8,4.7
2,Kiat Ananda Balikpapan,Tronton,3,4338903900087337-R1,RS Samarinda Medika Citra,-0.4725965,117.124517,418.0,0.946
2,Kiat Ananda Balikpapan,Tronton,4,9460703900730752-R1,RS Samarinda Medika Citra,-0.4725965,117.124517,210.0,0.382
2,Kiat Ananda Balikpapan,Tronton,5,8181403913167414,RS Samarinda Medika Citra,-0.4725965,117.124517,30.6,0.062
2,Kiat Ananda Balikpapan,Tronton,6,1226303888601286,RS Samarinda Medika Citra,-0.4725965,117.124517,18.04,0.048
2,Kiat Ananda Balikpapan,Tronton,7,6620803921399613,RS Samarinda Medika Citra,-0.4725965,117.124517,0.02,0.02
2,Kiat Ananda Balikpapan,Tronton,8,8793803900815280,RS Abdul Wahab Sjahranie Smrnd,-0.4788472,117.1458103,496.04,3.076
2,Kiat Ananda Balikpapan,Tronton,9,8793803900815280-R1,RS Abdul Wahab Sjahranie Smrnd,-0.4788472,117.1458103,320.4,0.57
2,Kiat Ananda Balikpapan,Tronton,10,9145003888601965,RS Abdul Wahab Sjahranie Smrnd,-0.4788472,117.1458103,18.04,0.048
2,Kiat Ananda Balikpapan,Tronton,11,8457903900743443,Ruko M Yamin Samarinda,-0.4648348999999999,117.147681,1482.84,7.968
2,Kiat Ananda Balikpapan,Tronton,12,8457903900743443-R1,Ruko M Yamin Samarinda,-0.4648348999999999,117.147681,1010.0,1.806
2,Kiat Ananda Balikpapan,Tronton,13,8541903888602195,Ruko M Yamin Samarinda,-0.4648348999999999,117.147681,18.04,0.048
2,Kiat Ananda Balikpapan,Tronton,14,6933303921397284,Ruko M Yamin Samarinda,-0.4648348999999999,117.147681,0.02,0.02
3,Kiat Ananda Balikpapan,CDE,1,3258203895292582,Pertamina DODO 64.751.14 Jl.Urip Sumoharjo,-0.4908822,117.1616888,799.0,4.236
3,Kiat Ananda Balikpapan,CDE,2,3258203895292582-R1,Pertamina DODO 64.751.14 Jl.Urip Sumoharjo,-0.4908822,117.1616888,553.2,0.98
3,Kiat Ananda Balikpapan,CDE,3,8617903912368247,Pertamina DODO 64.751.14 Jl.Urip Sumoharjo,-0.4908822,117.1616888,72.0,0.464
3,Kiat Ananda Balikpapan,CDE,4,4655103888600382,Pertamina DODO 64.751.14 Jl.Urip Sumoharjo,-0.4908822,117.1616888,18.04,0.048
3,Kiat Ananda Balikpapan,CDE,5,2959203921399549,Pertamina DODO 64.751.14 Jl.Urip Sumoharjo,-0.4908822,117.1616888,0.02,0.02
4,Kiat Ananda Batam,CDD Long,1,TO-4823803900680023,Megamall Batam,1.1293427,104.0558822,317.4,1.4747
4,Kiat Ananda Batam,CDD Long,2,TO-4660303911356879,Megamall Batam,1.1293427,104.0558822,291.0,1.246
4,Kiat Ananda Batam,CDD Long,3,TO-1466703911370573,Megamall Batam,1.1293427,104.0558822,29.0,0.4699
4,Kiat Ananda Batam,CDD Long,4,TO-5146803907419140,Megamall Batam,1.1293427,104.0558822,1.1,0.018
4,Kiat Ananda Batam,CDD Long,5,TO-4166303921398260,Megamall Batam,1.1293427,104.0558822,1.0,0.0071
4,Kiat Ananda Batam,CDD Long,6,TO-5863803901156873,Ruko Greenland Batam Center,1.1240174,104.0483088,340.2,0.6105
4,Kiat Ananda Batam,CDD Long,7,TO-7646003901538850,Ruko Greenland Batam Center,1.1240174,104.0483088,38.0,1.0729
4,Kiat Ananda Batam,CDD Long,8,TO-7173203911275970,Ruko Greenland Batam Center,1.1240174,104.0483088,12.0,0.0054
4,Kiat Ananda Batam,CDD Long,9,TO-2443503907419106,Ruko Greenland Batam Center,1.1240174,104.0483088,1.1,0.018
4,Kiat Ananda Batam,CDD Long,10,TO-6226203921397346,Ruko Greenland Batam Center,1.1240174,104.0483088,1.0,0.0071
4,Kiat Ananda Batam,CDD Long,11,TO-8674203924642598,Ruko Greenland Batam Center,1.1240174,104.0483088,1.0,0.054
4,Kiat Ananda Batam,CDD Long,12,TO-2339003899705038,Ruko Palm Spring Batam,1.1415758,104.0296148,383.0,4.8258
4,Kiat Ananda Batam,CDD Long,13,TO-6989103899726315,Ruko Palm Spring Batam,1.1415758,104.0296148,40.0,2.5213
4,Kiat Ananda Batam,CDD Long,14,TO-4481803899706248,Ruko Palm Spring Batam,1.1415758,104.0296148,11.4,0.0451
4,Kiat Ananda Batam,CDD Long,15,TO-4905003899728579,Ruko Palm Spring Batam,1.1415758,104.0296148,5.0,0.0341
4,Kiat Ananda Batam,CDD Long,16,TO-8855703907419138,Ruko Palm Spring Batam,1.1415758,104.0296148,1.1,0.018
4,Kiat Ananda Batam,CDD Long,17,TO-5217103919527471,Ruko Palm Spring Batam,1.1415758,104.0296148,1.0,0.108
4,Kiat Ananda Batam,CDD Long,18,TO-8772703921398951,Ruko Palm Spring Batam,1.1415758,104.0296148,1.0,0.0071
5,Kiat Ananda Batam,Fuso,1,TO-7153303902253171,Batam City Square,1.1321153,104.0103187,292.4,0.7092
5,Kiat Ananda Batam,Fuso,2,TO-9908403902315907,Batam City Square,1.1321153,104.0103187,32.0,0.8418
5,Kiat Ananda Batam,Fuso,3,TO-7747403902347458,Batam City Square,1.1321153,104.0103187,30.0,0.1159
5,Kiat Ananda Batam,Fuso,4,TO-5515803902325810,Batam City Square,1.1321153,104.0103187,2.0,0.0105
5,Kiat Ananda Batam,Fuso,5,TO-2659203907419099,Batam City Square,1.1321153,104.0103187,1.1,0.018
5,Kiat Ananda Batam,Fuso,6,TO-4692403902348505,Batam City Square,1.1321153,104.0103187,1.0,0.0869
5,Kiat Ananda Batam,Fuso,7,TO-3953803921398645,Batam City Square,1.1321153,104.0103187,1.0,0.0071
5,Kiat Ananda Batam,Fuso,8,TO-3032603901144035,Grand Batam Mall,1.1357259,104.0069063,344.4,1.7914
5,Kiat Ananda Batam,Fuso,9,TO-4439803902302930,Grand Batam Mall,1.1357259,104.0069063,50.0,0.2212
5,Kiat Ananda Batam,Fuso,10,TO-9385903902329288,Grand Batam Mall,1.1357259,104.0069063,37.0,1.6248
5,Kiat Ananda Batam,Fuso,11,TO-5332103901146125,Grand Batam Mall,1.1357259,104.0069063,4.0,0.0389
5,Kiat Ananda Batam,Fuso,12,TO-8767003902330957,Grand Batam Mall,1.1357259,104.0069063,2.0,0.0091
5,Kiat Ananda Batam,Fuso,13,TO-2545903907419128,Grand Batam Mall,1.1357259,104.0069063,1.1,0.018
5,Kiat Ananda Batam,Fuso,14,TO-2785703921399693,Grand Batam Mall,1.1357259,104.0069063,1.0,0.0071
5,Kiat Ananda Batam,Fuso,15,TO-1826803902221524,Ruko Nagoya Hill Batam,1.146213,104.012758,287.8,3.8875
5,Kiat Ananda Batam,Fuso,16,TO-9162203902241279,Ruko Nagoya Hill Batam,1.146213,104.012758,53.0,1.1385
5,Kiat Ananda Batam,Fuso,17,TO-8680203902312098,Ruko Nagoya Hill Batam,1.146213,104.012758,5.0,0.09
5,Kiat Ananda Batam,Fuso,18,TO-6862203907419106,Ruko Nagoya Hill Batam,1.146213,104.012758,1.1,0.018
5,Kiat Ananda Batam,Fuso,19,TO-4207603921399423,Ruko Nagoya Hill Batam,1.146213,104.012758,1.0,0.0071
5,Kiat Ananda Batam,Fuso,20,TO-7980903901900955,Bayfront Mall Batam,1.1552166,103.9950643,98.4,0.3234
5,Kiat Ananda Batam,Fuso,21,TO-8447703907419099,Bayfront Mall Batam,1.1552166,103.9950643,1.1,0.018
5,Kiat Ananda Batam,Fuso,22,TO-2203903900923647,Botania Batam,1.1677305,104.0100607,295.2,1.4725
5,Kiat Ananda Batam,Fuso,23,TO-6827903923592748,Botania Batam,1.1677305,104.0100607,59.0,1.2811
5,Kiat Ananda Batam,Fuso,24,TO-6724203900929431,Botania Batam,1.1677305,104.0100607,25.0,0.8736
5,Kiat Ananda Batam,Fuso,25,TO-3806303909891333,Botania Batam,1.1677305,104.0100607,5.8,0.0476
5,Kiat Ananda Batam,Fuso,26,TO-1386903907419142,Botania Batam,1.1677305,104.0100607,1.1,0.018
5,Kiat Ananda Batam,Fuso,27,TO-7990303921399376,Botania Batam,1.1677305,104.0100607,1.0,0.0071
5,Kiat Ananda Batam,Fuso,28,TO-9420103900579692,Ruko Tiban Batam,1.1329399,103.9758368,345.0,4.5848
5,Kiat Ananda Batam,Fuso,29,TO-1413803900586848,Ruko Tiban Batam,1.1329399,103.9758368,35.0,1.6255
5,Kiat Ananda Batam,Fuso,30,TO-9938203907419146,Ruko Tiban Batam,1.1329399,103.9758368,1.1,0.018
5,Kiat Ananda Batam,Fuso,31,TO-3707303921397854,Ruko Tiban Batam,1.1329399,103.9758368,1.0,0.0071
6,Kiat Ananda Batam,CDE,1,TO-4615003919661168,K Square Mall Batam,1.1011205,104.0366216,4.0,0.4118
6,Kiat Ananda Batam,CDE,2,TO-3720503921399288,K Square Mall Batam,1.1011205,104.0366216,1.0,0.0071
6,Kiat Ananda Batam,CDE,3,TO-9663603901500433,Panbil Mall Batam,1.0718645,104.0236371,290.0,1.5916
6,Kiat Ananda Batam,CDE,4,TO-8498603901504934,Panbil Mall Batam,1.0718645,104.0236371,21.0,0.5683
6,Kiat Ananda Batam,CDE,5,TO-5793803902136487,Panbil Mall Batam,1.0718645,104.0236371,6.0,0.0205
6,Kiat Ananda Batam,CDE,6,TO-6222203924668401,Panbil Mall Batam,1.0718645,104.0236371,6.0,0.1312
6,Kiat Ananda Batam,CDE,7,TO-7410703907419114,Panbil Mall Batam,1.0718645,104.0236371,1.1,0.018
6,Kiat Ananda Batam,CDE,8,TO-3768703921398176,Panbil Mall Batam,1.0718645,104.0236371,1.0,0.0071
7,Kiat Ananda Jakarta,Tronton,1,3101103891824537,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,2138.7,8.28
7,Kiat Ananda Jakarta,Tronton,2,7901003899413459A,Ruko Sabang Jakarta Pusat,-6.1842052,106.8246995,2711.2,9.7905
7,Kiat Ananda Jakarta,Tronton,3,2522503887026074,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,2366.64,9.9532
7,Kiat Ananda Jakarta,Tronton,4,5920903895777472,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,42.0,0.1002
7,Kiat Ananda Jakarta,Tronton,5,8471103895916805,Pusat Jantung Nasional Harapan Kita,-6.184844099999999,106.7982382,691.44,1.8704
7,Kiat Ananda Jakarta,Tronton,6,9503895185346-R1,Plaza Slipi Jaya,-6.1892182,106.7965061,1.4,0.0001
8,Kiat Ananda Jakarta,Tronton,1,6397603896983204,Skyline Building,-6.1864037,106.8236521,1342.0,9.4395
8,Kiat Ananda Jakarta,Tronton,2,9847903893466080,JB Tower,-6.1826517,106.8242905,2046.4,8.8641
8,Kiat Ananda Jakarta,Tronton,3,8383903896673927,JB Tower,-6.1826517,106.8242905,385.2,0.701
8,Kiat Ananda Jakarta,Tronton,4,8400503895306429,JB Tower,-6.1826517,106.8242905,150.0,0.3175
8,Kiat Ananda Jakarta,Tronton,5,9704803898663727,JB Tower,-6.1826517,106.8242905,43.6,0.117
8,Kiat Ananda Jakarta,Tronton,6,8401603897271702,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,1000.8,3.86
8,Kiat Ananda Jakarta,Tronton,7,7896403895463321,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,135.0,0.3003
8,Kiat Ananda Jakarta,Tronton,8,3625103901086653,Pusat Jantung Nasional Harapan Kita,-6.184844099999999,106.7982382,1476.9,4.7869
8,Kiat Ananda Jakarta,Tronton,9,2292303895194511,Plaza Slipi Jaya,-6.1892182,106.7965061,572.4,1.6028
9,Kiat Ananda Jakarta,Tronton,1,7441803898848789,Green Pramuka Square,-6.1884847,106.8745751,926.8,4.562
9,Kiat Ananda Jakarta,Tronton,2,4671103900729038,Green Pramuka Square,-6.1884847,106.8745751,762.6,3.06
9,Kiat Ananda Jakarta,Tronton,3,7441803898848789-R1,Green Pramuka Square,-6.1884847,106.8745751,14.4,0.05
9,Kiat Ananda Jakarta,Tronton,4,9339703912699378,Green Pramuka Square,-6.1884847,106.8745751,9.0,0.06
9,Kiat Ananda Jakarta,Tronton,5,8598203917939984,Green Pramuka Square,-6.1884847,106.8745751,0.03,0.12
9,Kiat Ananda Jakarta,Tronton,6,8937203888602065,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,36.08,0.0939
9,Kiat Ananda Jakarta,Tronton,7,6958103895244228,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,21.8,0.1687
9,Kiat Ananda Jakarta,Tronton,8,5778303904314365,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,21.0,0.03
9,Kiat Ananda Jakarta,Tronton,9,9129703891826942,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,6.0,0.03
9,Kiat Ananda Jakarta,Tronton,10,7729603912697658,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,3.0,0.03
9,Kiat Ananda Jakarta,Tronton,11,6288503891825380,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,3.0,0.03
9,Kiat Ananda Jakarta,Tronton,12,6958103895244228-R1,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,0.8,0.0396
9,Kiat Ananda Jakarta,Tronton,13,9716903917939616,Ruko Mardani Jakarta Pusat,-6.187709,106.863685,0.03,0.03
9,Kiat Ananda Jakarta,Tronton,14,3348703897043000,Ruko Johar Baru,-6.1865314,106.8563888,513.2,2.7908
9,Kiat Ananda Jakarta,Tronton,15,6704503897064258,Ruko Johar Baru,-6.1865314,106.8563888,504.0,1.53
9,Kiat Ananda Jakarta,Tronton,16,8250003912699133,Ruko Johar Baru,-6.1865314,106.8563888,12.0,0.06
9,Kiat Ananda Jakarta,Tronton,17,1449603900632074,Ruko Johar Baru,-6.1865314,106.8563888,12.0,0.0292
9,Kiat Ananda Jakarta,Tronton,18,3348703897043000-R1,Ruko Johar Baru,-6.1865314,106.8563888,3.2,0.0256
9,Kiat Ananda Jakarta,Tronton,19,1993403917939384,Ruko Johar Baru,-6.1865314,106.8563888,0.03,0.15
9,Kiat Ananda Jakarta,Tronton,20,9904703888602018,Ruko Sabang Jakarta Pusat,-6.1842052,106.8246995,40.08,0.099
9,Kiat Ananda Jakarta,Tronton,21,9612203899414201,Ruko Sabang Jakarta Pusat,-6.1842052,106.8246995,4.0,0.0228
9,Kiat Ananda Jakarta,Tronton,22,7901003899413459B,Ruko Sabang Jakarta Pusat,-6.1842052,106.8246995,2.0,0.149
9,Kiat Ananda Jakarta,Tronton,23,6211303900272358,JB Tower,-6.1826517,106.8242905,967.6,3.6399
9,Kiat Ananda Jakarta,Tronton,24,3352003897090265,JB Tower,-6.1826517,106.8242905,858.8,3.9079
9,Kiat Ananda Jakarta,Tronton,25,2431103893522362,JB Tower,-6.1826517,106.8242905,349.2,1.5332
9,Kiat Ananda Jakarta,Tronton,26,3062003888601903,JB Tower,-6.1826517,106.8242905,40.08,0.099
9,Kiat Ananda Jakarta,Tronton,27,5312403893530622,JB Tower,-6.1826517,106.8242905,28.0,0.0482
9,Kiat Ananda Jakarta,Tronton,28,9847903893466080-R1,JB Tower,-6.1826517,106.8242905,19.2,0.057
9,Kiat Ananda Jakarta,Tronton,29,9704803898663727-R1,JB Tower,-6.1826517,106.8242905,14.4,0.05
9,Kiat Ananda Jakarta,Tronton,30,4126403898879007,JB Tower,-6.1826517,106.8242905,10.0,0.0376
9,Kiat Ananda Jakarta,Tronton,31,3352003897090265-R1,JB Tower,-6.1826517,106.8242905,9.6,0.0402
9,Kiat Ananda Jakarta,Tronton,32,7050203900411216,JB Tower,-6.1826517,106.8242905,4.8,0.0953
9,Kiat Ananda Jakarta,Tronton,33,3438903912768352,Skyline Building,-6.1864037,106.8236521,51.0,0.36
9,Kiat Ananda Jakarta,Tronton,34,6397603896983204-R1,Skyline Building,-6.1864037,106.8236521,6.4,0.0312
9,Kiat Ananda Jakarta,Tronton,35,1407103912699325,Skyline Building,-6.1864037,106.8236521,3.0,0.03
9,Kiat Ananda Jakarta,Tronton,36,6490203917939558,Skyline Building,-6.1864037,106.8236521,0.03,0.03
9,Kiat Ananda Jakarta,Tronton,37,1864803917954582,Skyline Building,-6.1864037,106.8236521,0.01,0.21
9,Kiat Ananda Jakarta,Tronton,38,6136903888602309,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,30.06,0.0668
9,Kiat Ananda Jakarta,Tronton,39,6857703917922965,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,22.8,0.12
9,Kiat Ananda Jakarta,Tronton,40,2522503887026074-R1,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,11.2,0.0434
9,Kiat Ananda Jakarta,Tronton,41,2503887026074-R1,Pusat Mode Tanah Abang,-6.186971400000001,106.8159083,5.6,0.0234
9,Kiat Ananda Jakarta,Tronton,42,9737703903008727,Satu Kenangan Pasar Tanah Abang,-6.1875637,106.8141433,214.8,1.4971
9,Kiat Ananda Jakarta,Tronton,43,7452303903009401,Satu Kenangan Pasar Tanah Abang,-6.1875637,106.8141433,27.0,0.1767
9,Kiat Ananda Jakarta,Tronton,44,4886603909150740,Pusat Jantung Nasional Harapan Kita,-6.184844099999999,106.7982382,30.0,0.3584
9,Kiat Ananda Jakarta,Tronton,45,6351903912699405,Pusat Jantung Nasional Harapan Kita,-6.184844099999999,106.7982382,6.0,0.0382
9,Kiat Ananda Jakarta,Tronton,46,9006803910669667,Pusat Jantung Nasional Harapan Kita,-6.184844099999999,106.7982382,1.8,0.04
9,Kiat Ananda Jakarta,Tronton,47,3139503895185346,Plaza Slipi Jaya,-6.1892182,106.7965061,562.8,2.0374
9,Kiat Ananda Jakarta,Tronton,48,3662403900515906,Plaza Slipi Jaya,-6.1892182,106.7965061,54.0,0.1456
9,Kiat Ananda Jakarta,Tronton,49,7745903912699094,Plaza Slipi Jaya,-6.1892182,106.7965061,9.0,0.0694
9,Kiat Ananda Jakarta,Tronton,50,3139503895185346-R1,Plaza Slipi Jaya,-6.1892182,106.7965061,2.8,0.011
9,Kiat Ananda Jakarta,Tronton,51,7043403900357082,Plaza Slipi Jaya,-6.1892182,106.7965061,0.6,0.0208
10,Kiat Ananda Jakarta,CDE,1,6042003907664207,LND KK,0.0,0.0,189.3,1.1381
10,Kiat Ananda Jakarta,CDE,2,TR-B410-25-12-16,Ruko Klp Gading Blvrd Timur,0.0,0.0,104.67,0.9822
10,Kiat Ananda Jakarta,CDE,3,6992103897680683,Ruko Klp Gading Blvrd Timur,0.0,0.0,46.11,0.1459
10,Kiat Ananda Jakarta,CDE,4,3926803888602819,Ruko Klp Gading Blvrd Timur,0.0,0.0,27.06,0.0716
10,Kiat Ananda Jakarta,CDE,5,TR-B410-25-12-16-R1B,Ruko Klp Gading Blvrd Timur,0.0,0.0,6.69,0.068
10,Kiat Ananda Jakarta,CDE,6,3125703912927529,LND KK,0.0,0.0,6.0,0.0251
10,Kiat Ananda Jakarta,CDE,7,TR-B410-25-12-16-R1A,Ruko Klp Gading Blvrd Timur,0.0,0.0,0.6,0.0223
11,Kiat Ananda Jakarta,CDD Long,1,4965203915133899,Solo Square,-7.5605175,110.78861,509.4,1.88
11,Kiat Ananda Jakarta,CDD Long,2,1729003912697783,Solo Square,-7.5605175,110.78861,6.0,0.04
11,Kiat Ananda Jakarta,CDD Long,3,3903503915134362,Solo Square,-7.5605175,110.78861,0.4,0.02
11,Kiat Ananda Jakarta,CDD Long,4,5722103917940600,Solo Square,-7.5605175,110.78861,0.02,0.08
11,Kiat Ananda Jakarta,CDD Long,5,3544103899075984,Solo Paragon,-7.562430099999999,110.8099485,667.0,2.56
11,Kiat Ananda Jakarta,CDD Long,6,9541503912697606,Solo Paragon,-7.562430099999999,110.8099485,6.0,0.04
11,Kiat Ananda Jakarta,CDD Long,7,4511803900667730,Solo Paragon,-7.562430099999999,110.8099485,3.4,0.02
11,Kiat Ananda Jakarta,CDD Long,8,6920703917938850,Solo Paragon,-7.562430099999999,110.8099485,0.02,0.08
11,Kiat Ananda Jakarta,CDD Long,9,3246503900880732,Stasiun Solo Balapan,-7.557013100000001,110.8213794,393.8,1.62
11,Kiat Ananda Jakarta,CDD Long,10,2047903908963011,Stasiun Solo Balapan,-7.557013100000001,110.8213794,282.4,0.54
11,Kiat Ananda Jakarta,CDD Long,11,5130903912698117,Stasiun Solo Balapan,-7.557013100000001,110.8213794,4.0,0.02
11,Kiat Ananda Jakarta,CDD Long,12,5879603917940206,Stasiun Solo Balapan,-7.557013100000001,110.8213794,0.02,0.04
11,Kiat Ananda Jakarta,CDD Long,13,7922703900704884A,Ruko Letjend Sutoyo Surakarta,-7.5513043,110.8296884,705.4,2.52
11,Kiat Ananda Jakarta,CDD Long,14,7970403902317711,Ruko Letjend Sutoyo Surakarta,-7.5513043,110.8296884,49.0,0.18
11,Kiat Ananda Jakarta,CDD Long,15,6283403912697514,Ruko Letjend Sutoyo Surakarta,-7.5513043,110.8296884,4.0,0.02
11,Kiat Ananda Jakarta,CDD Long,16,7922703900704884B,Ruko Letjend Sutoyo Surakarta,-7.5513043,110.8296884,1.0,0.08
11,Kiat Ananda Jakarta,CDD Long,17,3978603917938824,Ruko Letjend Sutoyo Surakarta,-7.5513043,110.8296884,0.02,0.04
11,Kiat Ananda Jakarta,CDD Long,18,3524203901371912,Ruko Jl. Sutarto (RSUD Moewardi),-7.558756600000001,110.841841,1877.4,7.46
11,Kiat Ananda Jakarta,CDD Long,19,4395903917573920,Ruko Jl. Sutarto (RSUD Moewardi),-7.558756600000001,110.841841,142.0,0.94
11,Kiat Ananda Jakarta,CDD Long,20,2818503912698158,Ruko Jl. Sutarto (RSUD Moewardi),-7.558756600000001,110.841841,8.0,0.04
11,Kiat Ananda Jakarta,CDD Long,21,9099103901372829,Ruko Jl. Sutarto (RSUD Moewardi),-7.558756600000001,110.841841,6.0,0.02
11,Kiat Ananda Jakarta,CDD Long,22,2557803901372458,Ruko Jl. Sutarto (RSUD Moewardi),-7.558756600000001,110.841841,2.0,0.02
11,Kiat Ananda Jakarta,CDD Long,23,5221403917939740,Ruko Jl. Sutarto (RSUD Moewardi),-7.558756600000001,110.841841,0.02,0.1
12,Kiat Ananda Jakarta,CDD,1,2516303900261380,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,2286.5,9.6
12,Kiat Ananda Jakarta,CDD,2,8549703902118608,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,122.5,0.35
12,Kiat Ananda Jakarta,CDD,3,3815703902780198,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,100.0,0.52
12,Kiat Ananda Jakarta,CDD,4,1049503907558765,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,98.0,0.36
12,Kiat Ananda Jakarta,CDD,5,3571203900262337,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,30.0,0.1
12,Kiat Ananda Jakarta,CDD,6,5535103912903798,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,28.0,0.04
12,Kiat Ananda Jakarta,CDD,7,8275603912699234,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,12.0,0.08
12,Kiat Ananda Jakarta,CDD,8,6790103907563439A,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,12.0,0.28
12,Kiat Ananda Jakarta,CDD,9,1447903909230427,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,8.0,0.04
12,Kiat Ananda Jakarta,CDD,10,6790103907563439B,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,5.0,0.4
12,Kiat Ananda Jakarta,CDD,11,2516303900261380-R2,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,4.0,0.04
12,Kiat Ananda Jakarta,CDD,12,3782403917940493,Ruko Lembang Bandung Barat,-6.813653299999999,107.6205957,0.04,0.16
13,Kiat Ananda Jakarta,Tronton,1,6302503888601991,Metropolitan Cibubur,-6.3979887,106.9767576,30.06,0.0756
13,Kiat Ananda Jakarta,Tronton,2,5710103894866511-R1,Metropolitan Cibubur,-6.3979887,106.9767576,6.0,0.0357
13,Kiat Ananda Jakarta,Tronton,3,1094003888600893,Ruko Legenda Wisata,-6.392758199999999,106.945673,30.06,0.0756
13,Kiat Ananda Jakarta,Tronton,4,9464003912698510,Ruko Legenda Wisata,-6.392758199999999,106.945673,9.0,0.06
13,Kiat Ananda Jakarta,Tronton,5,1140903883029545,Ruko Legenda Wisata,-6.392758199999999,106.945673,6.0,0.012
13,Kiat Ananda Jakarta,Tronton,6,8671203900507335,Ruko Legenda Wisata,-6.392758199999999,106.945673,3.0,0.0128
13,Kiat Ananda Jakarta,Tronton,7,3701603900585530,Ruko Tapos Pekapuran Depok,-6.3980058,106.8760056,2272.74,9.1282
13,Kiat Ananda Jakarta,Tronton,8,5742303902069162,Ruko Tapos Pekapuran Depok,-6.3980058,106.8760056,433.8,0.7984
